deeplink,image_url,price,product_id,product_name,brand,Colour,gender,description
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Kimono+Bathrobe&wgtarget=http://www.julesb.co.uk/hugo-boss-black-p753920,http://www.julesb.co.uk/images/hugo-boss-black-p753920-1394455_medium.jpg,71.19,753920,"Kimono Bathrobe","Hugo Boss Black","Black > Navy",Male,"Kimono Bathrobe"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Striped+Bathrobe&wgtarget=http://www.julesb.co.uk/paul-smith-accessories-striped-bathrobe-p787502,http://www.julesb.co.uk/images/paul-smith-accessories-striped-bathrobe-p787502-1706376_medium.jpg,175.49,787502,"Striped Bathrobe","Paul Smith Accessories","Multi Coloured",Male,"Striped Bathrobe"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Hooded+Robe&wgtarget=http://www.julesb.co.uk/hooded-robe-p790913,http://www.julesb.co.uk/images/hooded-robe-p790913-1843882_medium.jpg,118.99,790913,"Hooded Robe","Hugo Boss Black",Blue,Male,"Hooded Robe"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Logo+Robe&wgtarget=http://www.julesb.co.uk/logo-robe-p792937,http://www.julesb.co.uk/images/logo-robe-p792937-1751870_medium.jpg,129.99,792937,"Logo Robe","Emporio Armani","Blue > Grey",Male,"Logo Robe"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Round+Neck+Rib+Vest&wgtarget=http://www.julesb.co.uk/collo-rotondo-rib-vest-p14168,http://www.julesb.co.uk/images/collo-rotondo-rib-vest-p14168-153329_medium.jpg,59.97,14168,"Round Neck Rib Vest","Nicole Farhi",Blue,Female,"Round neck vestRibbed detailing100% CottonDry clean onlyRevamp your basics with this women's vest top from designer Nicole Farhi. Sleeveless top in a fabulous lightweight, ribbed, stretch cotton. A great addition to add to any wardrobe. Perfect staple for the coming season. Wear with Milly wide leg trousers and Melissa Patchuli Wedge Strap Heels for the perfect elegant spring/summer look."
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Milly+Strapless+Dress&wgtarget=http://www.julesb.co.uk/milly-strapless-dress-p667911,http://www.julesb.co.uk/images/milly-strapless-dress-p667911-122669_medium.jpg,182.50,667911,"Milly Strapless Dress",Milly,Orchid,Female,"StraplessStripe design50% wool, 50% silkDry clean onlyEpitomise glamour this season with this silk strapless dress by luxury lifestyle brand Milly of New York. This figure flattering dress has a detachable belt detail and a horizontal stripe design print. Fastens at the back with a concealed zip. Pair this svelte dress with a pair of Bruno Premi shoes.73cm from shoulder to hem."
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Oil+Print+Top&wgtarget=http://www.julesb.co.uk/oil-print-top-p713410,http://www.julesb.co.uk/images/oil-print-top-p713410-871815_medium.jpg,262.50,713410,"Oil Print Top","La Petite Salope",Black,Female,"Oil Print Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=V+Strap+Dress&wgtarget=http://www.julesb.co.uk/v-strap-dress-p713449,http://www.julesb.co.uk/images/v-strap-dress-p713449-703688_medium.jpg,397.50,713449,"V Strap Dress","La Petite Salope",Black,Female,"V Strap Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Striped+Crossover+Vest+Top&wgtarget=http://www.julesb.co.uk/striped-crossover-vest-top-p713545,http://www.julesb.co.uk/images/striped-crossover-vest-top-p713545-705068_medium.jpg,69.97,713545,"Striped Crossover Vest Top","Nicole Farhi",Kiwi,Female,"Striped Crossover Vest Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Ellsworth+Dress&wgtarget=http://www.julesb.co.uk/ellsworth-dress-p713712,http://www.julesb.co.uk/images/ellsworth-dress-p713712-704145_medium.jpg,219.97,713712,"Ellsworth Dress","Marc by Marc Jacobs","Blu/red > Blue & Red",Female,"Ellsworth Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Circle+Cut+Out+T-Shirt&wgtarget=http://www.julesb.co.uk/circle-cut-out-t-shirt-p714275,http://www.julesb.co.uk/images/circle-cut-out-t-shirt-p714275-704825_medium.jpg,34.97,714275,"Circle Cut Out T-Shirt",Rundholz,"Black > Chilli > Purple",Female,"Circle Cut Out T-Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Torn+Top&wgtarget=http://www.julesb.co.uk/torn-top-p724280,http://www.julesb.co.uk/images/torn-top-p724280-1629836_medium.jpg,77.50,724280,"Torn Top","2nd Day","Multi Coloured",Female,"Torn Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Deeny+Dress&wgtarget=http://www.julesb.co.uk/deeny-dress-p725872,http://www.julesb.co.uk/images/deeny-dress-p725872-1150835_medium.jpg,112.50,725872,"Deeny Dress","Farhi by Nicole Farhi",Yellow,Female,"Deeny Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Belted+Dress&wgtarget=http://www.julesb.co.uk/belted-dress-p726606,http://www.julesb.co.uk/images/belted-dress-p726606-862885_medium.jpg,209.25,726606,"Belted Dress","Moschino Cheap & Chic",Nude,Female,"Belted Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cap+Sleeve+Top&wgtarget=http://www.julesb.co.uk/cap-sleeve-top-p727751,http://www.julesb.co.uk/images/cap-sleeve-top-p727751-906716_medium.jpg,280.00,727751,"Cap Sleeve Top","La Petite Salope",Fuchsia,Female,"Cap Sleeve Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Pocket+Front+Long+Sleeved+Top&wgtarget=http://www.julesb.co.uk/pocket-front-long-sleeved-top-p728961,http://www.julesb.co.uk/images/pocket-front-long-sleeved-top-p728961-774818_medium.jpg,52.50,728961,"Pocket Front Long Sleeved Top",Vince,Grey,Female,"Pocket Front Long Sleeved Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Feather+Print+Dress&wgtarget=http://www.julesb.co.uk/feather-print-dress-p729061,http://www.julesb.co.uk/images/feather-print-dress-p729061-1113623_medium.jpg,232.50,729061,"Feather Print Dress","McQ Alexander McQueen","Multi Coloured",Female,"Feather Print Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Short+Contrast+Dress&wgtarget=http://www.julesb.co.uk/short-contrast-dress-p729129,http://www.julesb.co.uk/images/short-contrast-dress-p729129-908822_medium.jpg,75.00,729129,"Short Contrast Dress","Helene Berman",Cream,Female,"Short Contrast Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Silk+Pleated+Top&wgtarget=http://www.julesb.co.uk/seta-plissettata-top-p729394,http://www.julesb.co.uk/images/seta-plissettata-top-p729394-772537_medium.jpg,117.50,729394,"Silk Pleated Top","Dom Goor",Print,Female,"Silk Pleated Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=V+Back+Swirl+Dress&wgtarget=http://www.julesb.co.uk/v-back-swirl-dress-p730289,http://www.julesb.co.uk/images/v-back-swirl-dress-p730289-709691_medium.jpg,155.00,730289,"V Back Swirl Dress","Paul Smith Black","Black & Grey",Female,"V Back Swirl Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Drape+Back+Dress&wgtarget=http://www.julesb.co.uk/drape-back-dress-p731081,http://www.julesb.co.uk/images/drape-back-dress-p731081-1108280_medium.jpg,112.50,731081,"Drape Back Dress","T by Alexander Wang",Black,Female,"Drape Back Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Pocket+T-Shirt&wgtarget=http://www.julesb.co.uk/pocket-t-shirt-p731136,http://www.julesb.co.uk/images/pocket-t-shirt-p731136-1667885_medium.jpg,69.99,731136,"Pocket T-Shirt","T by Alexander Wang","Black > White > Grey > Purple",Female,"Pocket T-Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Necklace+Dress&wgtarget=http://www.julesb.co.uk/necklace-dress-p733116,http://www.julesb.co.uk/images/necklace-dress-p733116-1111907_medium.jpg,300.00,733116,"Necklace Dress","Dom Goor",Print,Female,"Necklace Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Jersey+Cowl+Neck+Top&wgtarget=http://www.julesb.co.uk/jersey-cowl-neck-top-p735920,http://www.julesb.co.uk/images/jersey-cowl-neck-top-p735920-1860718_medium.jpg,124.99,735920,"Jersey Cowl Neck Top","Helmut Lang","Black > White > Grey",Female,"Jersey Cowl Neck Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Pheasant+Print+Dress&wgtarget=http://www.julesb.co.uk/pheasant-print-dress-p736205,http://www.julesb.co.uk/images/pheasant-print-dress-p736205-1214076_medium.jpg,235.00,736205,"Pheasant Print Dress","Helmut Lang",Blue,Female,"Pheasant Print Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Jersey+Top&wgtarget=http://www.julesb.co.uk/jersey-top-p738313,http://www.julesb.co.uk/images/jersey-top-p738313-1156869_medium.jpg,45.00,738313,"Jersey Top","Armani Jeans","Pink > Blue > Orange",Female,"Jersey Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cowl+Top&wgtarget=http://www.julesb.co.uk/cowl-top-p738326,http://www.julesb.co.uk/images/cowl-top-p738326-1637732_medium.jpg,47.50,738326,"Cowl Top","Armani Jeans","Pink > Blue > Navy > Orange",Female,"Cowl Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Lace+Top&wgtarget=http://www.julesb.co.uk/lace-top-p739560,http://www.julesb.co.uk/images/lace-top-p739560-1064362_medium.jpg,149.50,739560,"Lace Top",MSGM,Yellow,Female,"Lace Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Elizabeth+Top&wgtarget=http://www.julesb.co.uk/elizabeth-top-p739899,http://www.julesb.co.uk/images/elizabeth-top-p739899-1210547_medium.jpg,57.50,739899,"Elizabeth Top","Farhi by Nicole Farhi","Dark Grey > Lime > Navy",Female,"Elizabeth Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Elle+Dress&wgtarget=http://www.julesb.co.uk/elle-dress-p739917,http://www.julesb.co.uk/images/elle-dress-p739917-1114412_medium.jpg,80.00,739917,"Elle Dress","Farhi by Nicole Farhi","Dark Grey",Female,"Elle Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Eila+Stripe+Top&wgtarget=http://www.julesb.co.uk/eila-stripe-top-p739945,http://www.julesb.co.uk/images/eila-stripe-top-p739945-1180197_medium.jpg,32.50,739945,"Eila Stripe Top","Farhi by Nicole Farhi","Gold > Navy",Female,"Eila Stripe Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Crisca+Shirt&wgtarget=http://www.julesb.co.uk/crisca-shirt-p740312,http://www.julesb.co.uk/images/crisca-shirt-p740312-1080180_medium.jpg,84.50,740312,"Crisca Shirt",Oska,,Female,"Crisca Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Binia+Vest+Top&wgtarget=http://www.julesb.co.uk/oska-binia-vest-top-p740609,http://www.julesb.co.uk/images/oska-binia-vest-top-p740609-1587929_medium.jpg,29.50,740609,"Binia Vest Top",Oska,,Female,"Binia Vest Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Billy+T-Shirt&wgtarget=http://www.julesb.co.uk/billy-tshirt-p740744,http://www.julesb.co.uk/images/billy-tshirt-p740744-1080567_medium.jpg,24.50,740744,"Billy T-Shirt",Oska,,Female,"Billy T-Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Ginger+Silk+Shirt&wgtarget=http://www.julesb.co.uk/ginger-silk-shirt-p741302,http://www.julesb.co.uk/images/ginger-silk-shirt-p741302-1010935_medium.jpg,75.00,741302,"Ginger Silk Shirt","2nd Day",Yellow,Female,"Ginger Silk Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Twilly+Top&wgtarget=http://www.julesb.co.uk/twilly-top-p741306,http://www.julesb.co.uk/images/twilly-top-p741306-1210646_medium.jpg,40.00,741306,"Twilly Top","2nd Day",Yellow,Female,"Twilly Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Bobo+T-Shirt&wgtarget=http://www.julesb.co.uk/bobo-tshirt-p741310,http://www.julesb.co.uk/images/bobo-tshirt-p741310-1210523_medium.jpg,22.50,741310,"Bobo T-Shirt","2nd Day","Turquoise > Slate",Female,"Bobo T-Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Techno+Peplum+Dress&wgtarget=http://www.julesb.co.uk/techno-peplum-dress-p741691,http://www.julesb.co.uk/images/techno-peplum-dress-p741691-1115036_medium.jpg,247.50,741691,"Techno Peplum Dress","Amanda Wakeley","Black > Glacier",Female,"Techno Peplum Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Romeo+Keyhole+Dress&wgtarget=http://www.julesb.co.uk/romeo-keyhole-dress-p742207,http://www.julesb.co.uk/images/romeo-keyhole-dress-p742207-1208254_medium.jpg,210.00,742207,"Romeo Keyhole Dress",Goat,"Pink > Cream",Female,"Romeo Keyhole Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Long+Contrast+Shirt&wgtarget=http://www.julesb.co.uk/long-contrast-shirt-p743262,http://www.julesb.co.uk/images/long-contrast-shirt-p743262-1211288_medium.jpg,125.00,743262,"Long Contrast Shirt","Paul Smith Black",White,Female,"Long Contrast Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Vena+Top&wgtarget=http://www.julesb.co.uk/helmut-lang-vena-superiore-p744384,http://www.julesb.co.uk/images/helmut-lang-vena-superiore-p744384-1045118_medium.jpg,132.50,744384,"Vena Top","Helmut Lang","Black > White",Female,"Vena Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Silk+Shirt&wgtarget=http://www.julesb.co.uk/silk-shirt-p745276,http://www.julesb.co.uk/images/silk-shirt-p745276-1210685_medium.jpg,162.50,745276,"Silk Shirt","T by Alexander Wang",Ecru,Female,"Silk Shirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Bowery+Tunic&wgtarget=http://www.julesb.co.uk/marc-by-marc-jacobs-bowery-tunic-p745813,http://www.julesb.co.uk/images/marc-by-marc-jacobs-bowery-tunic-p745813-1648251_medium.jpg,117.50,745813,"Bowery Tunic","Marc by Marc Jacobs","Multi Coloured",Female,"Bowery Tunic"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Drew+Denim+Dress&wgtarget=http://www.julesb.co.uk/marc-by-marc-jacobs-drew-denim-dress-p745821,http://www.julesb.co.uk/images/marc-by-marc-jacobs-drew-denim-dress-p745821-1648231_medium.jpg,192.50,745821,"Drew Denim Dress","Marc by Marc Jacobs",Blossom,Female,"Drew Denim Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Molly+Dress&wgtarget=http://www.julesb.co.uk/marc-by-marc-jacobs-molly-dress-p745837,http://www.julesb.co.uk/images/marc-by-marc-jacobs-molly-dress-p745837-1648284_medium.jpg,117.50,745837,"Molly Dress","Marc by Marc Jacobs",Coral,Female,"Molly Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Satin+Top&wgtarget=http://www.julesb.co.uk/satin-top-p745965,http://www.julesb.co.uk/images/satin-top-p745965-1211261_medium.jpg,45.00,745965,"Satin Top",Joseph,Turquoise,Female,"Satin Top"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Iris+Sleeve+Dress&wgtarget=http://www.julesb.co.uk/iris-sleeve-dress-p748782,http://www.julesb.co.uk/images/iris-sleeve-dress-p748782-1113781_medium.jpg,127.50,748782,"Iris Sleeve Dress","McQ Alexander McQueen","Multi Coloured",Female,"Iris Sleeve Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Sheath+Print+Dress&wgtarget=http://www.julesb.co.uk/sheath-print-dress-p749021,http://www.julesb.co.uk/images/sheath-print-dress-p749021-1113832_medium.jpg,192.50,749021,"Sheath Print Dress",Milly,Pink,Female,"Sheath Print Dress"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Peplum+Dress&wgtarget=http://www.julesb.co.uk/peplum-dress-p749037,http://www.julesb.co.uk/images/peplum-dress-p749037-1113799_medium.jpg,197.50,749037,"Peplum Dress",Milly,White,Female,"Peplum Dress"
