aw_product_id,merchant_product_id,merchant_category,aw_deep_link,merchant_image_url,aw_image_url,search_price,description,product_name,display_price,rrp_price,brand_name,specifications,mpn,promotional_text,merchant_deep_link
3192456083,1929900000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456083&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8954273792030.jpg,http://images.productserve.com/preview/4/2374/83/60/3192456083.jpg,4.8,"Accessories Pamela Mann Pamela Mann Vintage Style Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Vintage Style Tights Black Socks And Tights, Black",GBP4.8,9.99,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1929900000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqpi&istBid=t"
3192456081,1929800000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456081&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8954273464350.jpg,http://images.productserve.com/preview/4/2374/81/60/3192456081.jpg,3.8,"Accessories Pamela Mann Pamela Mann Distressed Effect Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Distressed Effect Tights Black Socks And Tights, Black",GBP3.8,9.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1929800000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqpw&istBid=t"
3192456079,1929700000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456079&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8952783896606.jpg,http://images.productserve.com/preview/4/2374/79/60/3192456079.jpg,3.8,"Accessories Pamela Mann Pamela Mann Cobweb Effect Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Cobweb Effect Tights Black Socks And Tights, Black",GBP3.8,9.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1929700000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqpx&istBid=t"
3192453985,1914590001999,"Accessories  >  Beauty  >  Elegant Touch House of Holland",http://www.awin1.com/pclick.php?p=3192453985&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8948984414238.jpg,http://images.productserve.com/preview/4/2374/85/39/3192453985.jpg,9,"Accessories Elegant Touch House Of Holland Et House Of Holland Ghetto Gold Multi Beauty","Accessories Elegant Touch House Of Holland Et House Of Holland Ghetto Gold Multi Beauty, Multi-Coloured",GBP9,9.00,"Elegant Touch House of Holland","Accessories  >  Beauty  >  Elegant Touch House of Holland","UK One Size",Multi-Coloured,"http://www.office.co.uk/view/product/office_catalog/3,105/1914590001999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimmt&istBid=t"
3192456141,1935285000999,"Accessories  >  Jewellery  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456141&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950868508702.jpg,http://images.productserve.com/preview/4/2374/41/61/3192456141.jpg,15.7,"Accessories Johnny Loves Rosie J Loves R Saiorse Statement Necklace Natural Jewellery","Accessories Johnny Loves Rosie J Loves R Saiorse Statement Necklace Natural Jewellery, Natural",GBP15.7,28.00,"Johnny Loves Rosie","Accessories  >  Jewellery  >  Johnny Loves Rosie","UK One Size",Natural,"http://www.office.co.uk/view/product/office_catalog/3,103/1935285000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqmi&istBid=t"
3192456139,1934960000999,"Accessories  >  Jewellery  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456139&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950867984414.jpg,http://images.productserve.com/preview/4/2374/39/61/3192456139.jpg,11.2,"Accessories Johnny Loves Rosie J Loves R Ruby Red Necklace Red Jewellery","Accessories Johnny Loves Rosie J Loves R Ruby Red Necklace Red Jewellery, Red",GBP11.2,20.00,"Johnny Loves Rosie","Accessories  >  Jewellery  >  Johnny Loves Rosie","UK One Size",Red,"http://www.office.co.uk/view/product/office_catalog/3,103/1934960000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqmw&istBid=t"
3192456161,1937800000999,"Accessories  >  Hair Accessories  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456161&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950871654430.jpg,http://images.productserve.com/preview/4/2374/61/61/3192456161.jpg,8,"Accessories Johnny Loves Rosie J Loves R Jewel Star Elastic Hair Band Black Hair Accessories","Accessories Johnny Loves Rosie J Loves R Jewel Star Elastic Hair Band Black Hair Accessories, Black",GBP8,8.00,"Johnny Loves Rosie","Accessories  >  Hair Accessories  >  Johnny Loves Rosie","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,104/1937800000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqqi&istBid=t"
3192456103,1931200000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456103&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8954274414622.jpg,http://images.productserve.com/preview/4/2374/03/61/3192456103.jpg,2.4,"Accessories Pamela Mann Pamela Mann Dotty Ankle Socks Black Socks And Tights","Accessories Pamela Mann Pamela Mann Dotty Ankle Socks Black Socks And Tights, Black",GBP2.4,5.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1931200000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqri&istBid=t"
3192456045,1925900000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456045&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8952776818718.jpg,http://images.productserve.com/preview/4/2374/45/60/3192456045.jpg,10,"Accessories Pamela Mann Pamela Mann Love Bones Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Love Bones Tights Black Socks And Tights, Black",GBP10,10.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1925900000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqwp&istBid=t"
3192456121,1932200000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456121&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8954275299358.jpg,http://images.productserve.com/preview/4/2374/21/61/3192456121.jpg,4.3,"Accessories Pamela Mann Pamela Mann 3 Hoop Black Seam Detail Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann 3 Hoop Black Seam Detail Tights Black Socks And Tights, Black",GBP4.3,9.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1932200000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqlw&istBid=t"
3192456147,1936085000999,"Accessories  >  Jewellery  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456147&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8953905184798.jpg,http://images.productserve.com/preview/4/2374/47/61/3192456147.jpg,16,"Accessories Johnny Loves Rosie J Loves R Dainty Wishbone Necklace And Earring Set Natural Jewellery","Accessories Johnny Loves Rosie J Loves R Dainty Wishbone Necklace And Earring Set Natural Jewellery, Natural",GBP16,16.00,"Johnny Loves Rosie","Accessories  >  Jewellery  >  Johnny Loves Rosie","UK One Size",Natural,"http://www.office.co.uk/view/product/office_catalog/3,103/1936085000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqml&istBid=t"
3192456165,1938200000999,"Accessories  >  Hair Accessories  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456165&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950872178718.jpg,http://images.productserve.com/preview/4/2374/65/61/3192456165.jpg,12,"Accessories Johnny Loves Rosie J Loves R Black Silk Rose Corsage Black Hair Accessories","Accessories Johnny Loves Rosie J Loves R Black Silk Rose Corsage Black Hair Accessories, Black",GBP12,12.00,"Johnny Loves Rosie","Accessories  >  Hair Accessories  >  Johnny Loves Rosie","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,104/1938200000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqqr&istBid=t"
3192453999,1915290001999,"Accessories  >  Beauty  >  Elegant Touch Lily Loves",http://www.awin1.com/pclick.php?p=3192453999&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8948984741918.jpg,http://images.productserve.com/preview/4/2374/99/39/3192453999.jpg,9,"Accessories Elegant Touch Lily Loves Et Lily Allen Nails Lilygrams Multi Beauty","Accessories Elegant Touch Lily Loves Et Lily Allen Nails Lilygrams Multi Beauty, Multi-Coloured",GBP9,9.00,"Elegant Touch Lily Loves","Accessories  >  Beauty  >  Elegant Touch Lily Loves","UK One Size",Multi-Coloured,"http://www.office.co.uk/view/product/office_catalog/3,105/1915290001999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimmm&istBid=t"
3192456101,1931100000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456101&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8952788025374.jpg,http://images.productserve.com/preview/4/2374/01/61/3192456101.jpg,9,"Accessories Pamela Mann Pamela Mann Glitter Band Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Glitter Band Tights Black Socks And Tights, Black",GBP9,9.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1931100000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqrw&istBid=t"
3192456123,1932385000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456123&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8952792219678.jpg,http://images.productserve.com/preview/4/2374/23/61/3192456123.jpg,10,"Accessories Pamela Mann Pamela Mann Bird Tattoo Natural Sheer Tights Natural Socks And Tights","Accessories Pamela Mann Pamela Mann Bird Tattoo Natural Sheer Tights Natural Socks And Tights, Natural",GBP10,10.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Natural,"http://www.office.co.uk/view/product/office_catalog/3,64/1932385000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqli&istBid=t"
3192456051,1926310000999,"Accessories  >  Bags And Purses  >  LYDC London",http://www.awin1.com/pclick.php?p=3192456051&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950864248862.jpg,http://images.productserve.com/preview/4/2374/51/60/3192456051.jpg,39,"Accessories Lydc London Heyden Bag By Lydc White Bags And Purses","Accessories Lydc London Heyden Bag By Lydc White Bags And Purses, White",GBP39,39.00,"LYDC London","Accessories  >  Bags And Purses  >  LYDC London","UK One Size",White,"http://www.office.co.uk/view/product/office_catalog/3,102/1926310000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqwm&istBid=t"
3193012239,1921380000999,"Accessories  >  Bags And Purses  >  Style London",http://www.awin1.com/pclick.php?p=3193012239&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8949086322718.jpg,http://images.productserve.com/preview/4/2374/39/22/3193012239.jpg,23,"Accessories Style London Style London Envelope Bag Purple Bags And Purses","Accessories Style London Style London Envelope Bag Purple Bags And Purses, Blue,Purple",GBP23,36.00,"Style London","Accessories  >  Bags And Purses  >  Style London","UK One Size","Blue,Purple","http://www.office.co.uk/view/product/office_catalog/3,102/1921380000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimaq&istBid=t"
3192455997,1921050000999,"Accessories  >  Bags And Purses  >  Style London",http://www.awin1.com/pclick.php?p=3192455997&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8949082652702.jpg,http://images.productserve.com/preview/4/2374/97/59/3192455997.jpg,25.6,"Accessories Style London Style London Across Body Bag Brown Bags And Purses","Accessories Style London Style London Across Body Bag Brown Bags And Purses, Black,Brown",GBP25.6,40.00,"Style London","Accessories  >  Bags And Purses  >  Style London","UK One Size","Black,Brown","http://www.office.co.uk/view/product/office_catalog/3,102/1921050000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimap&istBid=t"
3192456177,1939560000999,"Accessories  >  Hair Accessories  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456177&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950874800158.jpg,http://images.productserve.com/preview/4/2374/77/61/3192456177.jpg,13.4,"Accessories Johnny Loves Rosie J Loves R Deep Red Petal Garland Hairband Red Hair Accessories","Accessories Johnny Loves Rosie J Loves R Deep Red Petal Garland Hairband Red Hair Accessories, Red",GBP13.4,24.00,"Johnny Loves Rosie","Accessories  >  Hair Accessories  >  Johnny Loves Rosie","UK One Size",Red,"http://www.office.co.uk/view/product/office_catalog/3,104/1939560000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqax&istBid=t"
3192456145,1935985000999,"Accessories  >  Jewellery  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456145&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/h12/h86/8958278959134.jpg,http://images.productserve.com/preview/4/2374/45/61/3192456145.jpg,16,"Accessories Johnny Loves Rosie J Loves R Dainty Star Necklace And Earring Set Natural Jewellery","Accessories Johnny Loves Rosie J Loves R Dainty Star Necklace And Earring Set Natural Jewellery, Natural",GBP16,16.00,"Johnny Loves Rosie","Accessories  >  Jewellery  >  Johnny Loves Rosie","UK One Size",Natural,"http://www.office.co.uk/view/product/office_catalog/3,103/1935985000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqmr&istBid=t"
3192456117,1932000000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456117&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8952791302174.jpg,http://images.productserve.com/preview/4/2374/17/61/3192456117.jpg,4.3,"Accessories Pamela Mann Pamela Mann Sheer Floral Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Sheer Floral Tights Black Socks And Tights, Black",GBP4.3,9.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1932000000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqlt&istBid=t"
3192453989,1914790001999,"Accessories  >  Beauty  >  Elegant Touch House of Holland",http://www.awin1.com/pclick.php?p=3192453989&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8948984479774.jpg,http://images.productserve.com/preview/4/2374/89/39/3192453989.jpg,9,"Accessories Elegant Touch House Of Holland Et House Of Holland Vamps Multi Beauty","Accessories Elegant Touch House Of Holland Et House Of Holland Vamps Multi Beauty, Multi-Coloured",GBP9,9.00,"Elegant Touch House of Holland","Accessories  >  Beauty  >  Elegant Touch House of Holland","UK One Size",Multi-Coloured,"http://www.office.co.uk/view/product/office_catalog/3,105/1914790001999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimmw&istBid=t"
3192455991,1920660000999,"Accessories  >  Bags And Purses  >  Style London",http://www.awin1.com/pclick.php?p=3192455991&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8949075312670.jpg,http://images.productserve.com/preview/4/2374/91/59/3192455991.jpg,26.9,"Accessories Style London Style London Filigree Across Body Bag Red Bags And Purses","Accessories Style London Style London Filigree Across Body Bag Red Bags And Purses, Grey,Red",GBP26.9,42.00,"Style London","Accessories  >  Bags And Purses  >  Style London","UK One Size","Grey,Red","http://www.office.co.uk/view/product/office_catalog/3,102/1920660000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimqm&istBid=t"
3192456129,1933730000999,"Accessories  >  Jewellery  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456129&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950865100830.jpg,http://images.productserve.com/preview/4/2374/29/61/3192456129.jpg,6.7,"Accessories Johnny Loves Rosie J Loves R Vintage Style Crystal Stud Earrings Blue Jewellery","Accessories Johnny Loves Rosie J Loves R Vintage Style Crystal Stud Earrings Blue Jewellery, Blue",GBP6.7,12.00,"Johnny Loves Rosie","Accessories  >  Jewellery  >  Johnny Loves Rosie","UK One Size",Blue,"http://www.office.co.uk/view/product/office_catalog/3,103/1933730000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqlm&istBid=t"
3192456085,1930100000999,"Accessories  >  Socks And Tights  >  Pamela Mann",http://www.awin1.com/pclick.php?p=3192456085&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8952784355358.jpg,http://images.productserve.com/preview/4/2374/85/60/3192456085.jpg,3.8,"Accessories Pamela Mann Pamela Mann Funky Ladder Tights Black Socks And Tights","Accessories Pamela Mann Pamela Mann Funky Ladder Tights Black Socks And Tights, Black",GBP3.8,8.00,"Pamela Mann","Accessories  >  Socks And Tights  >  Pamela Mann","UK One Size",Black,"http://www.office.co.uk/view/product/office_catalog/3,64/1930100000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqpp&istBid=t"
3192453993,1914990001999,"Accessories  >  Beauty  >  Elegant Touch Lily Loves",http://www.awin1.com/pclick.php?p=3192453993&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8948984545310.jpg,http://images.productserve.com/preview/4/2374/93/39/3192453993.jpg,9,"Accessories Elegant Touch Lily Loves Et Lily Allen Nails Sheezus Multi Beauty","Accessories Elegant Touch Lily Loves Et Lily Allen Nails Sheezus Multi Beauty, Multi-Coloured",GBP9,9.00,"Elegant Touch Lily Loves","Accessories  >  Beauty  >  Elegant Touch Lily Loves","UK One Size",Multi-Coloured,"http://www.office.co.uk/view/product/office_catalog/3,105/1914990001999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimmp&istBid=t"
3192456183,1940675000999,"Accessories  >  Hair Accessories  >  Johnny Loves Rosie",http://www.awin1.com/pclick.php?p=3192456183&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8950876635166.jpg,http://images.productserve.com/preview/4/2374/83/61/3192456183.jpg,9,"Accessories Johnny Loves Rosie J Loves R Jewel Pink Turban Headband Pink Hair Accessories","Accessories Johnny Loves Rosie J Loves R Jewel Pink Turban Headband Pink Hair Accessories, Pink",GBP9,16.00,"Johnny Loves Rosie","Accessories  >  Hair Accessories  >  Johnny Loves Rosie","UK One Size",Pink,"http://www.office.co.uk/view/product/office_catalog/3,104/1940675000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxriqap&istBid=t"
3192455999,1921150000999,"Accessories  >  Bags And Purses  >  Style London",http://www.awin1.com/pclick.php?p=3192455999&a=166012&m=2374,http://media.office.co.uk/medias/sys_master/8949084487710.jpg,http://images.productserve.com/preview/4/2374/99/59/3192455999.jpg,30.7,"Accessories Style London Style London Shopper Bag Brown Bags And Purses","Accessories Style London Style London Shopper Bag Brown Bags And Purses, Brown",GBP30.7,48.00,"Style London","Accessories  >  Bags And Purses  >  Style London","UK One Size",Brown,"http://www.office.co.uk/view/product/office_catalog/3,102/1921150000999?istCompanyId=a5878f77-5a08-4067-8ebf-aeff72525cae&istItemId=pwmxrimar&istBid=t"
