product_id,image_url,price,deeplink,product_name,brand,description
32851,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/w/e/westwood_black_v_neck_sweater_01_3.jpg,138.75,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=V-Neck+Knit+-+Black+&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/v-neck-knit-black,"V-Neck Knit - Black","Vivienne Westwood","Vivienne Westwood Orb Logo  V Neck  Ribbed Neck, Cuffs & Hem  Fine Knit  Style: S25HA0240"
32861,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/w/e/westwood_black_crew_sweater_01_1_3.jpg,138.75,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Knit+Jumper+-+Black+&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/vivienne-westwood-jumper-black-93254,"Knit Jumper - Black","Vivienne Westwood","Vivienne Westwood Orb Logo  Crew Neck  Ribbed Neck, Cuffs & Hem  Fine Knit  Style: S25HA0241"
3327,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1343479770-36253200_2_1.jpg,49.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Jumper+-+Navy&wgtarget=http://www.aphrodite1994.com/universal-works-jumper-navy,"Jumper - Navy","Universal Works","Open chest pocket Contrast white lining at collar Ribbed cuffs and hem Available In Navy & Red Style: 7306"
33846,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/a/paul_smith_jumper_red__1_.jpg,72.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crew+Neck+Jumper+-+Red&wgtarget=http://www.aphrodite1994.com/ps-red-crew-neck-jumper,"Crew Neck Jumper - Red","PS By Paul Smith","Crew Neck Long Sleeve  Ribbed Detail to Body  Ribbed Collar, Cuffs and Hem  Style: 755M/520"
34784,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/y/m/ymc_blue_striped_crew_1.jpg,70.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crew+Neck+Jumper+-+Blue&wgtarget=http://www.aphrodite1994.com/ymc-blue-crew-neck-jumper,"Crew Neck Jumper - Blue",YMC,"Official YMC Branding YMC Neck Tab  Crew Neck  Cable Knit Long Sleeves  Stripe Design  Style: AP8AAV"
34802,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/f/o/folk_jumper_brown_stripe_1.jpg,75.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Jumper+-+Sand&wgtarget=http://www.aphrodite1994.com/folk-sand-crew-jumper,"Jumper - Sand",Folk,"Hem detailing Ribbed crew neck collar Contrast panel detailing Premium woolen blend Style: F2228K"
34807,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/f/o/folk_jumper_grey_stripe_1.jpg,75.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Jumper+-+Grey&wgtarget=http://www.aphrodite1994.com/folk-grey-jumper,"Jumper - Grey",Folk,"Folk contrast pattern detailing Premium woolen blend Tipped hem Style: F2228K"
35390,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/m/c/mcqueen_green_crew_jumper_01_1.jpg,80.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crew+Neck+Jumper+-+Green+&wgtarget=http://www.aphrodite1994.com/mcq-green-crew-knit,"Crew Neck Jumper - Green",McQ,"Official McQ Branding Embroidered Logo To Chest Crew Neck  Ribbed Collar, Cuffs and Hem  Available in Green and Navy  Style: 317227"
35706,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/y/m/ymc_grey_pattern_jump_1.jpg,54.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Check+Jumper+-+Black&wgtarget=http://www.aphrodite1994.com/ymc-blk-cashmere-jump,"Check Jumper - Black",YMC,"YMC all over check print Cashmere blend construction Ribbed collar Style: P6AAU"
35775,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/psj_patterned_jump_1.jpg,72.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Stripe+Jumper+-+Navy+&wgtarget=http://www.aphrodite1994.com/paul-smith-jeans-navy-stripe-jumper,"Stripe Jumper - Navy","Paul Smith Jeans","Official Paul Smith Jeans Banding Signature Logo Tab  Stripe Design  Crew Neck  Ribbed Collar, Cuffs and Hem  Style: 636M/375"
3609,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1343919976-87422800_2_1.jpg,22.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Kevin+Jumper&wgtarget=http://www.aphrodite1994.com/suit-kevin-jumper-light-grey,"Kevin Jumper",Suit,"Suit Cotton Logo Badge near hem Crew Neck Jumper Ribbed collar, cuffs and hem STYLE : SUIT.KEVIN"
37092,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/f/r/fred_perry_multi_stripe_jumper_1.jpg,42.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Boiled+Knitted+Jumper+-+Navy+&wgtarget=http://www.aphrodite1994.com/fred-perry-navy-boiled-knit-jumper,"Boiled Knitted Jumper - Navy","Fred Perry","Official Fred Perry Branding Embroidered Logo To Chest Knitted 100% Lambs Wool Blue and Bordeaux Stripe Detail Crew Neck Ribbed Collar, Cuffs and Hem Style: K3210"
38365,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/r/a/ralph_red_jump_1.jpg,50.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crew+Neck+Jumper+-+Pink&wgtarget=http://www.aphrodite1994.com/ralph-lauren-pink-crew-neck-jumper,"Crew Neck Jumper - Pink","Ralph Lauren","Official Ralph Lauren branding Embroidered logo to chest Knitted  Crew neck  Long sleeve  Style: A40S3941"
38899,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/a/r/armani_grey_zip_hoody_1.jpg,77.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Hooded+Top-+Grey&wgtarget=http://www.aphrodite1994.com/armani-jeans-grey-hooded-top,"Hooded Top- Grey","Armani Jeans","Armani Jeans Official Branding Double Zip Fastening Pull Fasten hood Leather Feature on Zip Low-Key Colour Contrast Ribbed Cuffs and Hem Style Number: V6W22TKX2"
3962,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1345472325-96721700_2_1.jpg,87.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=V-Neck+Cardigan&wgtarget=http://www.aphrodite1994.com/paul-smith-jeans-neck-cardigan,"V-Neck Cardigan","Paul Smith Jeans","Paul Smith Jeans Tab PS Embossed Buttons Contrasting Zig Zag Knit Medium Knit Ribbed Cuffs 2 Pouch Pockets Style: P/S125M/448"
39809,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/v/i/vivienne_blk_crew_1.jpg,189.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Jumper+-+Black&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/vivienne-westwood-jumper-black-95927,"Jumper - Black","Vivienne Westwood","Vivienne Westwood embroidered chest logo Crew neck collar 100% cotton Made in Italy Style: S25HA0286"
39835,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_by_paul_smith_jumper_striped_purple_1.jpg,60.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Striped+Pullover+-+Purple&wgtarget=http://www.aphrodite1994.com/ps-by-paul-smith-purple-pullover,"Striped Pullover - Purple","PS By Paul Smith","PS by Paul Smith inner label 100% Knitted Cotton Ribbed cuffs and hem Style: PKXD/281N/909"
39839,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_blue_knit_polo_1_.jpg,57.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Knit+Polo+-+Blue+&wgtarget=http://www.aphrodite1994.com/ps-by-paul-smith-knit-polo-blue,"Knit Polo - Blue","PS By Paul Smith","Official PS By Paul Smith branding Embroidered Paul Smith logo Classic knitted design Four button placket Cotton crafted Short sleeved Ribbed cuffs and hem Style number: 282N/900"
39844,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_by_paul_smith_polo_purple_1.jpg,80.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Knitted+Polo+Shirt+-+Purple&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/ps-jeans-purple-knit-polo,"Knitted Polo Shirt - Purple","PS By Paul Smith","Official PS by Paul Smith branding Embroidered PS logo Knitted polo design Short sleeves Ribbed cuffs and hem Four button placket Crafted from high quality cotton Style Number: 282N/900"
39849,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_by_paul_smith_blue_navy_polo_1_1.jpg,60.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Short+Sleeved+Polo+-+Sky+Blue&wgtarget=http://www.aphrodite1994.com/short-sleeved-polo-sky-blue,"Short Sleeved Polo - Sky Blue","PS By Paul Smith","Official PS By Paul Smith branding Four button placket Ribbed hem and cuffs Conrasting colours High quality cotton crafted Style Number: 343N/908"
39854,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_by_paul_smith_polo_blue_stripe_1.jpg,60.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Stripe+Polo+-+Navy+&wgtarget=http://www.aphrodite1994.com/ps-by-paul-smith-navy-stripe-polo,"Stripe Polo - Navy","PS By Paul Smith","Official PS By Paul Smith branding Knitted polo design Horizontal stripes Ribbed cuffs and hem Four button placket Short sleeves Style Number: 343N/909"
40150,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/f/o/folk_navy_stripe_sweat_1.jpg,75.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Boiled+Wool+Stripe+Jumper+-+Blue&wgtarget=http://www.aphrodite1994.com/folk-blue-stripe-jumper,"Boiled Wool Stripe Jumper - Blue",Folk,"Official Folk Branding Tab To Inner Neck  Stripe Design  Boiled Wool  Crew Neck  Long Sleeve  Style: F2325K"
40367,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/b/a/barbour_dept_b_jumper_1.jpg,65.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crochet+Jumper+-+Navy&wgtarget=http://www.aphrodite1994.com/barbour-navy-crochet-jumper,"Crochet Jumper - Navy",Barbour,"Barbour Dept. (B) tab at hem Horizontal pattern design 100% cotton Style: MKN0637NY"
41128,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/v/i/vivienne_westwood_v-neck_blue_jumper_01.jpg,127.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=V-Neck+Jumper+-+Turquoise&wgtarget=http://www.aphrodite1994.com/vivienne-westwood-v-neck-jumper,"V-Neck Jumper - Turquoise","Vivienne Westwood","Official Vivienne Westwood branding Contrasting navy V-neck Lined pattern Ribbed cuffs and hem Logo embroidered to the chest Style Number: S25HA0251"
44302,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/v/i/vivienne_westwood_polo_shirt_01.jpg,142.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Knitted+Polo+Shirt+-+Beige&wgtarget=http://www.aphrodite1994.com/knitted-polo-shirt-beige,"Knitted Polo Shirt - Beige","Vivienne Westwood","Official Viviene Westwood Branding Embroidered Logo Knitted Panel Contrasting Buttons  Short Sleeve  Style: S25HA0261"
45889,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/m/o/moncler_wool_v_black_01.jpg,175.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=V+Neck+Knit+-+Black&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/moncler-v-neck-knit-black,"V Neck Knit - Black",Moncler,"Moncler Arm Badge  V Neck  Ribbed Neck, Cuffs & Hem  Soft Knit  Style: 91430-00"
46038,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/a/paul_smith_navy_long_polo_01.jpg,84.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Knit+Long+Sleeved+Polo+-+Navy&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/paul-smith-jeans-knit-long-sleeved-polo-navy,"Knit Long Sleeved Polo - Navy","Paul Smith Jeans","Official Paul Smith Jeans Branding Hidden Button Placket  Ribbed Cuffs and Hem Soft Wool Mix Knit Style : 423N/470 "
46050,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/psj_navy_cardigan_1.jpg,87.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Cardigan+-+Navy&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/paul-smith-jeans-navy-cardigan,"Cardigan - Navy","Paul Smith Jeans","Official Paul Smith Jeans branding Ribbed cuffs and hem Long sleeved Two open pockets Branding to the hem Style Number: 424N/470"
46055,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/psj_grey_cardigan_1.jpg,87.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Cardigan+-+Grey&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/paul-smith-jeans-grey-cardigan,"Cardigan - Grey","Paul Smith Jeans","Official Paul Smith Jeans branding Five button fasten Cotton and wool blend Two hip pockets Ribbed cuffs and hem for extra fit Logo to the hem Contrasting sage green lining around the neck Style Number: 424N/470"
46158,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/w/e/westwood_petrol_blue_vneck_jumper_01.jpg,138.75,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=V-Neck+Jumper+-+Petrol+Blue&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/vivienne-westwood-petrol-blue-jumper,"V-Neck Jumper - Petrol Blue","Vivienne Westwood","Official Vivienne Westwood branding Long sleeved V-neck Made in Italy Ribbed cuffs, hem and collar Logo embroidered to chest Style Number: S25HA0273"
46641,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_pull_over_grey_01.jpg,108.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crew+Neck+Pullover+-+Grey&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/ps-by-paul-smith-crew-neck-jumper-grey,"Crew Neck Pullover - Grey","PS By Paul Smith","PS by Paul Smith inner label Ribbed cuffs and hem Quilted Knit Style: 541N/218"
46645,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_black_jumper_01.jpg,108.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Crew+Neck+Pullover+-+Navy&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/ps-paul-smith-crew-pullover-navy,"Crew Neck Pullover - Navy","PS By Paul Smith","PS by Paul Smith inner label Ribbed cuffs and hem Quilted Knit Long sleeved Style: PLXD/541N/218"
46659,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/p/s/ps_long_sleeved_polo_01.jpg,94.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Knitted+Long+Sleeve+Polo+Shirt+-+Navy&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/ps-paul-smith-navy-polo,"Knitted Long Sleeve Polo Shirt - Navy","PS By Paul Smith","Paul Smith Embroidery Button Collar Button Placket Contrasting Stitching Merino Wool Style: 736N/200"
46849,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/w/e/westwood_blocked_stripe_jumper_01.jpg,161.25,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Striped+Crew+Neck+Knit+-+Burgundy+&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/vivienne-westwood-striped-crew-neck-knit-burgundy,"Striped Crew Neck Knit - Burgundy","Vivienne Westwood","Official Vivienne Westwood Branding Crew Neck Block Stripe Pattern Ribbed Cuffs and Hem Logo embroidered to the chest Style Number: S25HA0275"
47071,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/b/a/barbour_staple_crew_navy_01.jpg,55.97,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Staple+Crew+Neck+Jumper+-+Navy&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/barbour-crew-neck-navy,"Staple Crew Neck Jumper - Navy",Barbour,"Barbour Branded Patch Near The Hem Ribbed Cuffs and Hem Long Sleeved Flecked Knit Crew Neck Style: MKN0605 "
47077,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/b/a/barbour_crew_staple_ruby_01.jpg,55.97,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Staple+Crew+Neck+Jumper+-+Ruby&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/barbour-staple-crew-neck-ruby,"Staple Crew Neck Jumper - Ruby",Barbour,"Barbour Branded Patch Near The Hem Ribbed Cuffs and Hem Long Sleeved Flecked Knit Crew Neck Style: MKN0605 "
47089,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/b/a/barbour_deck_knit_03.jpg,118.30,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Deck+Roll+Neck+Knit+-+Capt+Phillips+Collection+-+Navy&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/barbour-deck-roll-neck-jumper,"Deck Roll Neck Knit - Capt Phillips Collection - Navy",Barbour,"Barbour Leather Patch Near the Hem Deck Roll Neck Knit Ribbon Cables  Checkmark Ribbed Cuffs and Hem Turnback Cuffs and Thumbhole  Style: MKN0781"
4715,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1345477218-73513700_3_1.jpg,18.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Jumper&wgtarget=http://www.aphrodite1994.com/suit-jumper-oxblood,Jumper,Suit,"Suit Inner Branding Multi Print Front Crew Neck Ribbed Neck, Cuffs & Hem Style: KIM"
5344,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1346251461-34306600_2_1.jpg,22.50,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=King+Jumper+-+Navy&wgtarget=http://www.aphrodite1994.com/suit-king-jumper-navy-blue,"King Jumper - Navy",Suit,"Suit woven inner label Ribbed cuffs, hem and collar 100% merino wool Available in Navy & Red Style: SU361"
54123,http://media.aphrodite1994.com/catalog/product/cache/1/image/265x/9df78eab33525d08d6e5fb8d27136e95/w/e/westwood_teal_jumper_01.jpg,138.75,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4346&product=1&wglinkid=135157&productname=Jumper+-+Teal&wgtarget=http://www.aphrodite1994.com/menswear/tops/knitwear/vivienne-westwood-teal-jumper,"Jumper - Teal","Vivienne Westwood","Vivienne Westwood embroidered orb logo Crew neck collar Made in Italy 100% Wool Style: S25HA0275"
